"","month_start_date","month_end_date","monthly_vol_1n","monthly_vol_rp","monthly_vol_mv","monthly_r_1n","monthly_r_rp","monthly_r_mv","monthly_days_in_month","sharpe_ratio_1n","sharpe_ratio_rp","sharpe_ratio_mv"
"1",2001-01-02,2001-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2001-01-02,2001-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2001-02-01,2001-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2001-03-01,2001-04-02,0.00983811711183459,0.00333033531273568,0.00149440363170338,-0.0475507800626219,-0.0224645153247614,-0.00963451566359688,22,-1.0304675434717,-1.43812868977643,-1.37451863582323
"5",2001-04-02,2001-05-01,0.00915873934921053,0.00237647566956672,0.0013097736096097,0.0542507932546849,0.0110821942792974,-0.00604076096622796,19,1.35891906877517,1.06983200629388,-1.05808026672396
"6",2001-05-01,2001-06-01,0.0063501106484442,0.00294211412229818,0.00161650745408676,0.00134883004982629,0.00383225592889586,0.0104857133395817,21,0.0463517667730902,0.284240097047899,1.41550243817194
"7",2001-06-01,2001-07-02,0.00447111415374091,0.00193493236838812,0.00167845113832718,-0.0225205279183281,-0.0124524538035462,-0.0126947158904681,21,-1.09914037538642,-1.40436339877588,-1.65045860168691
"8",2001-07-02,2001-08-01,0.00549946120877042,0.00216745005552272,0.00119770342289765,-0.00594564549237041,0.00530856590218829,0.0102635655971539,21,-0.235922423339776,0.534464011478632,1.86999017293535
"9",2001-08-01,2001-09-04,0.00526473372071715,0.00138093904311306,0.0006875741965249,-0.0201788228103475,0.00210755968014474,0.00736809169027259,22,-0.817161836969977,0.325382380786428,2.28467332613615
"10",2001-09-04,2001-10-01,0.021903395735812,0.00317100337348977,0.00198050175159187,-0.062953428441688,-0.000802870362066174,0.00341538308790099,11,-0.866585851991854,-0.0763400393742876,0.519957503826228
"11",2001-10-01,2001-11-01,0.00699236008122754,0.00257102994946248,0.00152623721545304,-0.00841664322106908,-0.0102652838887842,0.00264482652063071,22,-0.256627854286145,-0.851240911892159,0.369456925257456
"12",2001-11-01,2001-12-03,0.00618393909326493,0.00314507162263416,0.00227040794239691,0.0274272195031857,0.00291552203192636,0.00111654500359723,19,1.01751255881633,0.2126713495987,0.112822452131374
"13",2001-12-03,2002-01-02,0.00690886240259295,0.00255037885199481,0.00132792811142983,0.0178320611188115,0.00541774873840856,0.00283942801321427,17,0.625994532401437,0.515216425799629,0.518599193738799
"14",2002-01-02,2002-02-01,0.00667289589717813,0.00231663488516226,0.00115523260292105,-0.0285439674784806,-0.00747983472346985,0.00319499840303087,21,-0.933448454478796,-0.704570997839904,0.603519853104775
"15",2002-02-01,2002-03-01,0.00678185295425487,0.00237220999244446,0.0013170847023487,0.00559469028870086,0.00153894410215673,-0.00637251593259798,19,0.189256533136059,0.148830833571462,-1.10999347017832
"16",2002-03-01,2002-04-02,0.00541721420289466,0.00219811577975524,0.00123317669209409,0.0432208717593746,0.0136044337695238,0.0129217087531565,20,1.7840314907452,1.38393250183738,2.34303967491037
"17",2002-04-02,2002-05-01,0.00676291063931841,0.00204760433995035,0.000681110319963535,-0.029163558174677,0.0022928914556725,0.0139052334609464,21,-0.941016446329095,0.244358700670228,4.45503557962402
"18",2002-05-01,2002-06-05,0.007661370908497,0.00136532634336556,0.000650335952695909,0.000903681249713491,0.00689495669227267,0.00284701743154018,21,0.025739442472312,1.10200972094876,0.95530646091512
"19",2002-06-05,2002-07-01,0.00732214438243704,0.00188562933079777,0.00149582223455708,-0.0357332375651057,-0.013467799997023,-0.00715974509453596,18,-1.15026478930782,-1.68346495782924,-1.12818760388164
"20",2002-07-01,2002-08-01,0.0128319955851887,0.00245699274779508,0.00146447365647067,-0.0529355607066494,-0.0120197218078314,-0.00433747048503748,21,-0.900209659454496,-1.06753198050028,-0.646316616228405
"21",2002-08-01,2002-09-03,0.0108014808292658,0.00265650988763035,0.00188220600393029,0.0168627030583124,0.0208755107636661,0.0166697445111118,21,0.340670278753905,1.71481007379554,1.93264524201494
"22",2002-09-03,2002-10-01,0.00996360709522059,0.00208284948708466,0.00134168460572393,-0.045878112602282,0.00210992605902702,0.00136290422544809,20,-1.02961284480298,0.226513635514119,0.22714328553239
"23",2002-10-01,2002-11-01,0.0115147485538838,0.00223249857874624,0.00154807532422031,0.0293239822352546,-0.0011507380735506,-0.000107820993286251,22,0.542946638365525,-0.109893992298281,-0.0148490920610597
"24",2002-11-01,2002-12-02,0.00832605639239549,0.00150821219244089,0.00102531575320687,0.0302680834736129,0.00634319632124123,0.00811429119660662,18,0.856858920519288,0.991309922133302,1.86533443045786
"25",2002-12-02,2003-01-02,0.00655357691181922,0.00158738397800561,0.000962133589456167,-0.000723557764433613,0.0219008819154136,0.0162955301359884,20,-0.0246876533027857,3.08506709205852,3.78719894126786
"26",2003-01-02,2003-02-03,0.00822242014431245,0.00171692983915851,0.0012685420601994,0.00286851424162511,0.00725641420339024,0.010410365807356,21,0.0761285746693829,0.922273794786157,1.7908180850614
"27",2003-02-03,2003-03-03,0.0046392456767857,0.00176700255286117,0.00126368387007321,-0.00683612531507381,0.00705905603286347,0.0118193181084568,18,-0.347317279870008,0.941614634631058,2.20453869869805
"28",2003-03-03,2003-04-01,0.00609465498334809,0.00196558299801109,0.00120509007049943,-0.0209699900235715,-0.00804323451591189,-0.00028973013742008,21,-0.750826255746433,-0.892955254757297,-0.0524643766248871
