,feat1_0,feat1_1,feat1_2,feat1_3,feat1_4,feat1_5,feat1_6,feat1_7,feat1_8,feat1_9,feat2_0.3,feat2_0.4,feat2_0.5,feat2_0.6,feat2_0.7,feat2_0.8,feat2_0.9,feat3_eq_0,feat3_eq_1,feat3_eq_2,feat3_eq_3,feat3_eq_4,feat3_bd_0,feat3_bd_1,feat3_com_0,feat3_com_1,feat3_com_2,feat4_eq_0.3,feat4_eq_0.4,feat4_eq_0.5,feat4_eq_0.6,feat4_eq_0.7,feat4_eq_0.8,feat4_eq_0.9,feat4_bd_0.3,feat4_bd_0.4,feat4_bd_0.5,feat4_bd_0.6,feat4_bd_0.7,feat4_bd_0.8,feat4_bd_0.9,feat4_com_0.3,feat4_com_0.4,feat4_com_0.5,feat4_com_0.6,feat4_com_0.7,feat4_com_0.8,feat4_com_0.9,feat5_0,feat5_1,feat5_2,feat5_3,feat6_eq_max,feat6_eq_min,feat6_bd_max,feat6_bd_min,feat6_com_max,feat6_com_min
27,0.3945157310791559,0.261646681903733,0.1013510900432553,0.0460534348524641,0.0418102516873636,0.0333276990270597,0.0249044262044559,0.0196258033673128,0.0175392689919059,0.0132089074416324,1,2,2,2,3,4,7,0.7127605627397858,0.097690053931956,0.0581260282713607,0.0382443955397374,0.0250757076167401,0.8098455240867338,0.1815217900469665,0.5850878218799361,0.1912679741289921,0.0809367633797411,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,2,2,3,4,0.6815349088382402,0.1115308828730989,0.0672317764711857,0.0443960908367725,0.0802763313069273,-0.038246348959324,0.0157636622534563,-0.0081531547867239,0.0458811425229648,-0.1154037220300032
64,0.4697554978871992,0.2408228404059934,0.0869237405339124,0.0714034027941817,0.0489190666918507,0.0181420314611824,0.0135799499165658,0.0112090257861809,0.0086887109516388,0.0065199783447524,1,1,2,2,2,4,5,0.7723984787399225,0.0951120835624551,0.0381336639416551,0.0275514701274238,0.0176471023654324,0.9052663940871786,0.0919090504708087,0.667866593464673,0.122254882938707,0.1046984121711866,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,3,4,0.7304753806631438,0.1160937063517975,0.045488411750402,0.0332585888622407,0.0378927321590166,-0.0336974423011438,0.0070671672230925,-0.0054672088021661,0.0581467781775612,-0.1393555209105112
202,0.2726955978847581,0.1861049920234797,0.1493867417185153,0.1085093861510908,0.067214412510884,0.0520755058167743,0.0419134683527783,0.022209230852478,0.0216851793614724,0.0176504061609735,2,2,3,3,4,6,8,0.4114233913185439,0.1834348874902714,0.1293715212656695,0.0696183239992389,0.0579861018276415,0.83621211753095,0.1528858644535458,0.4366994997197548,0.2610057791721767,0.1868822645202124,1,1,2,3,3,5,7,1,1,1,1,1,1,2,1,1,2,2,3,3,4,0.3814241118096502,0.1949227394304156,0.1405613547264909,0.0761497015618807,0.0276253848202434,-0.0259368855101714,0.0049835066955474,-0.0051068328511243,0.046156577506233,-0.042498292940929
63,0.5559054021782865,0.1920088211692387,0.0754155553125126,0.0592270005995694,0.0363583590365925,0.0204790115506862,0.0138119774304043,0.0109867812190248,0.0085308887592093,0.0060280058957163,1,1,1,2,2,3,5,0.7459664631161075,0.103313152813645,0.0504084012053998,0.0263500288019693,0.0231786808028008,0.9125635835625542,0.0841506486101655,0.7292045101088822,0.1009971721033348,0.0787307472893437,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0.7105656161310221,0.123067655677597,0.0583176279606771,0.0305974248228114,0.0378927321590166,-0.0336974423011438,0.0070671672230925,-0.0054672088021661,0.0801043922801623,-0.147401240488673
83,0.4522430031386013,0.2273617595251276,0.0768259857741911,0.0571858798867328,0.0419560913463731,0.0367828364163967,0.0296132516214358,0.025858700371508,0.0124970792546666,0.0088527903217414,1,1,2,2,3,4,7,0.7031080357918673,0.100212391671093,0.0805113343858036,0.048413113068613,0.0199792659710156,0.8531697135760236,0.1335701679504937,0.5429796742942462,0.2074647833322464,0.126995097790709,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,2,2,3,4,0.6650164933797009,0.1159191561280057,0.0916493299246046,0.0557832977885008,0.0654728944385269,-0.0555026819762468,0.0107603433811503,-0.0109115469125911,0.0591504925140593,-0.0412268140082537
142,0.4541230837531242,0.2019419370885765,0.099602331562011,0.0865758139877473,0.0397818499370919,0.0262251625494504,0.0175520019068712,0.0152452905482463,0.0146909731344454,0.0091854954341555,1,1,2,2,3,4,6,0.7783725135567425,0.057535516182995,0.044598462755884,0.0347888976090646,0.0197911378851351,0.7786812801920077,0.2015598688696291,0.5105640009511182,0.2148627342973421,0.1603020536839292,1,1,1,1,1,2,4,1,1,1,1,1,2,2,1,1,1,2,2,3,4,0.7519551741427292,0.0667786994549321,0.050786299934854,0.040032570357548,0.0312778260364044,-0.0358602296074066,0.0051662353575041,-0.0054257219691177,0.0404250489070374,-0.0493313995523756
115,0.446280905147739,0.2553584084717908,0.1003003566501591,0.0744284216736619,0.0506644321030374,0.0136346604276296,0.0102624375835927,0.0093867118559272,0.0076380969730598,0.0060503141868354,1,1,2,2,2,3,5,0.8486982569960966,0.0342346778638693,0.0280692836019769,0.022192016594624,0.0185700102839924,0.9200032084400352,0.069388296181116,0.4453729831549337,0.2887478844879327,0.1556067127444254,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,4,0.8244722637002956,0.0417824769158871,0.0319858039256998,0.0271941643556624,0.0379091132086101,-0.0378886667687429,0.0077083240908858,-0.0098863164709284,0.0917328210768292,-0.0797792377734482
87,0.4220431237323956,0.2000881837634021,0.1261040506071697,0.066705285070399,0.0645975418811533,0.0497431801780414,0.0145576300221588,0.0121197014584341,0.008147373428275,0.0072806539191555,1,1,2,2,3,4,6,0.6874745936942915,0.1625337551005103,0.0444307676609742,0.0301267531516507,0.0199593253422749,0.8219623369329465,0.164049826440376,0.5237267757894463,0.2263355026742458,0.1153897311273277,1,1,1,1,2,2,4,1,1,1,1,1,1,2,1,1,1,2,2,3,4,0.6533277017536082,0.1845168990591678,0.0493443429310457,0.0328973707741083,0.0722872954362486,-0.0508903870539831,0.0090398257604024,-0.0086083404891493,0.0807708009738469,-0.0720128813322913
191,0.3004392414080852,0.1954636459298441,0.1469609122843202,0.1014364982168125,0.0730846055254106,0.0507495207729564,0.0339595225186722,0.0206863331824648,0.015279466137004,0.0130787122121517,1,2,3,3,4,5,7,0.4089611717208972,0.1979293402517348,0.1145055917605437,0.0729512212667123,0.0653829130014642,0.921917715790818,0.0720406295149909,0.4144118762383696,0.256280340126555,0.1864682058815139,1,1,2,2,3,5,7,1,1,1,1,1,1,1,1,1,2,2,3,3,4,0.3565492243671906,0.2240359842534858,0.1317518921298777,0.0833514191885646,0.0250193394984805,-0.0270701937461595,0.0054973592294585,-0.0044177276040956,0.0664932173594128,-0.0756790643857629
203,0.5006082679979947,0.1376991567130583,0.1262409770212992,0.0571445001750007,0.0388034437004092,0.037842863574608,0.026020403372899,0.0159406632735078,0.0114527618129489,0.010177886102502,1,1,1,2,3,4,7,0.7507191972916432,0.064796262087892,0.0597251104713838,0.0374810435147738,0.0247820495285782,0.7765326022210969,0.2109859236903319,0.4115881167772946,0.3496001516829938,0.150897034619349,1,1,1,1,1,2,4,1,1,1,1,1,2,2,1,1,2,2,2,3,3,0.7232946825202149,0.0741023426725037,0.0673761263908377,0.0427686631786019,0.0277838921416787,-0.0511409886567258,0.0043481334923479,-0.0070187713408153,0.046156577506233,-0.0487535616182301
181,0.5559773617313888,0.1439473928797548,0.1090646659248172,0.061266913729085,0.0289944583497879,0.0255624618601591,0.0159257737884104,0.0128205013700419,0.0123068423100623,0.0073279547323409,1,1,1,2,3,3,6,0.6644902023422354,0.0992657810797953,0.0829614753679295,0.0502426934826861,0.0272443912415744,0.6494688210579965,0.3395516960353174,0.6475840353043048,0.1696842452228271,0.1094977801904398,1,1,1,1,2,3,5,1,1,1,1,2,2,2,1,1,1,1,2,2,3,0.6256844732742735,0.1137442997880022,0.0962972178771497,0.058356036260191,0.0392729831218732,-0.0421680288200199,0.0088228796265865,-0.0123487629448832,0.1162132765253604,-0.0810570094138082
30,0.3820722725858262,0.167295983304583,0.1191995499612029,0.0939771893880801,0.0872184536969201,0.0389425951945701,0.0257030169120209,0.01565325861702,0.0132146276609185,0.0097093344268881,1,2,2,3,4,5,7,0.7177965830659558,0.0858508709033578,0.0587872526479911,0.0363225264221054,0.0222019165143702,0.888142290868313,0.104156589988154,0.4217517091825024,0.2116300385498686,0.1694785587133039,1,1,1,1,1,2,5,1,1,1,1,1,1,2,1,1,2,2,3,3,4,0.6911384901298446,0.0941732908202363,0.0705423683852007,0.0432345435800352,0.040266955110275,-0.0364953956178338,0.0090337526610286,-0.0109599927457706,0.0569259367960094,-0.0708725500039966
185,0.4866206603779923,0.1545273258593386,0.1131805876044683,0.098353077135992,0.0617589665113975,0.027371618184711,0.0136526733841481,0.0087901956589469,0.0080619025519723,0.0064330458777473,1,1,2,2,3,4,5,0.711853172252502,0.1079276868912734,0.0737889849391055,0.0267827472837792,0.0258428243228646,0.7630803253319867,0.2284082564157133,0.5564474647777532,0.1785101959431405,0.1547250109013559,1,1,1,1,1,2,4,1,1,1,1,1,2,2,1,1,1,2,2,3,4,0.6658013542471102,0.1282424174242158,0.0869504382452349,0.0319133986419345,0.026025702583929,-0.0555889019792356,0.0089290935604312,-0.0074599886935648,0.0503779132289442,-0.0611811564750811
12,0.3857759890840794,0.2402889634886585,0.1235548043086473,0.0508981172780102,0.0457185319362073,0.0323264665418456,0.0215212843650293,0.0202376489644025,0.0172665670842119,0.0147884473590655,1,2,2,2,3,4,7,0.6414478640306196,0.1047970055712225,0.0698232806299956,0.0458973023753054,0.0409373921476211,0.8664219045273548,0.1097134291845045,0.6002855673938211,0.2413781875118386,0.0800386734390609,1,1,1,1,2,3,5,1,1,1,1,1,1,2,1,1,1,1,2,2,3,0.6056458826151173,0.1185009745958136,0.0789999246340559,0.0519102608772034,0.0548238542555127,-0.050136291614371,0.0064069572945898,-0.0091407137885397,0.0836249870281119,-0.0767723796885356
174,0.5547636041253026,0.1916000881594713,0.0741886400846495,0.0562053976231017,0.0535207131796617,0.015668339629595,0.0111934451402385,0.0091939560552942,0.0073425175021162,0.005949289371165,1,1,1,2,2,3,5,0.8398264957163961,0.0554723995396034,0.036770168748846,0.0209192143772026,0.0130428790928402,0.8069703410146749,0.1856257197522082,0.6580621404773065,0.1290049339221202,0.0943268838264463,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,3,4,0.8206167934364106,0.0638855876215596,0.041945755202039,0.0234356986960066,0.0514394218309035,-0.0531519091894784,0.0067185315435947,-0.0104356635442527,0.0976625685626038,-0.093314428160117
166,0.4738108885892906,0.2013108583513856,0.1298686492110108,0.0538907469230875,0.0427210617235611,0.0211396333467752,0.0176849998394688,0.0124936141747912,0.010029172062529,0.0082474912251503,1,1,2,2,3,3,5,0.6429963769094524,0.1552860269834326,0.0637601291110147,0.0488527237209081,0.0270650305211727,0.6155067413322614,0.3765635743045259,0.6141312668413831,0.2201287121986636,0.0758806784573884,1,1,1,1,2,3,4,1,1,1,1,2,2,2,1,1,1,1,2,2,3,0.6115616323482472,0.1739614326059998,0.0693994039332652,0.0535036073713647,0.0413551464719946,-0.0646956729064131,0.0120479612820999,-0.0068509087778876,0.0800254330853189,-0.1079422142179431
194,0.3992695330431671,0.1906052138261026,0.1583496441519009,0.0713738083750108,0.063257998298039,0.0322354881909076,0.0173506897915578,0.0136306032045529,0.0114918245489323,0.0081355601151546,1,2,2,3,3,4,6,0.6103348768466976,0.1253679358937172,0.0817950056432071,0.0588901629401889,0.0352865428883851,0.8255126253425897,0.1702859220321497,0.5239871113604121,0.2485072527201063,0.1050558278107909,1,1,1,1,2,3,5,1,1,1,1,1,1,2,1,1,1,2,2,3,4,0.561685632950494,0.1471616123052447,0.0960750621476087,0.0690658110432014,0.0280491990970846,-0.0308937705039035,0.0066377955344193,-0.0063025905503027,0.0551068304708845,-0.0553225566096208
81,0.4189424459150365,0.3240320376343185,0.0693952334547779,0.044421870155293,0.0304204358020876,0.0270090170706087,0.0206701892661535,0.0143224200225205,0.0095383503438124,0.0079386991098563,1,1,2,2,2,3,6,0.7632478591928546,0.092119485032415,0.0441868478368765,0.0300693449862122,0.0230559492440144,0.8675122573655907,0.1135293589986799,0.6640857147785493,0.1489318135073506,0.094454889917839,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,2,3,0.7285088771969546,0.1070904846577596,0.0523546188761456,0.0357278646791655,0.0495024616399637,-0.0519033323142001,0.0114219858327818,-0.0075924584549436,0.0474032674720664,-0.0623544128626351
89,0.4443480404775053,0.1952508943192199,0.1087752361776796,0.0694292036916114,0.0608783626708504,0.0550704427388244,0.0186325102113814,0.010230046336419,0.0072177647563774,0.0065530147972698,1,1,2,2,3,4,6,0.6630140141289402,0.1853066386963641,0.0632732017107302,0.0263909108597361,0.0187696483030503,0.8206015109515363,0.1544795558411164,0.5480104284651147,0.2037618900302096,0.1172617192839751,1,1,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,2,2,3,4,0.6342788362448906,0.2032000562620948,0.0706001479239835,0.0281434976901434,0.1159866064735252,-0.0698276602310192,0.0082578466380011,-0.0089305880096118,0.1306201824170642,-0.1043459606092369
11,0.3983220502806835,0.2370997606868004,0.1130982912437566,0.0583665058549221,0.0326658629156673,0.0319904934939073,0.0249960378922101,0.0195513097315506,0.0180878385526188,0.0153975057750942,1,2,2,2,3,4,8,0.6125947669402594,0.1121390816846102,0.0743856912251009,0.0569787795165295,0.0380954005433033,0.9142256514782062,0.0635518312772617,0.6371827660279227,0.2066968174947527,0.0762870366362415,1,1,1,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,2,2,3,0.5742246096917816,0.1265864790897826,0.0848661282025065,0.0647661330960745,0.0518437916203519,-0.050136291614371,0.0064069572945898,-0.0131120051237842,0.0836249870281119,-0.0767723796885356
190,0.3716336308107995,0.1853987684930895,0.1268878899717103,0.0907564438063769,0.0800329681052353,0.0400182544890874,0.0240843651392933,0.0174749769296432,0.0151776178669998,0.0120436095930171,1,2,2,3,4,5,7,0.3786592095756919,0.2695285330299212,0.1011384643679516,0.0786305472248774,0.0653449784873417,0.8393316120429889,0.1529380935878163,0.509896470500455,0.2356563087038304,0.1474122514228971,1,2,2,2,3,4,6,1,1,1,1,1,1,2,1,1,1,2,2,3,4,0.3357247628296977,0.3007370689692968,0.1066105096546237,0.087391390767774,0.0470438425566199,-0.0374826753511662,0.0054973592294585,-0.0129052753700659,0.0889992296596836,-0.1039385459905672
35,0.2982085920391568,0.2013526166011661,0.1593501789622558,0.1009261782040319,0.0595404015683021,0.0420836324838403,0.0290162703287021,0.0283468594422236,0.0171408008442784,0.0131704795519795,2,2,3,3,4,5,8,0.6268836764620396,0.0929942536441651,0.0739749775992379,0.0555385333201596,0.0457399422116444,0.8779392489647412,0.1188786885453072,0.400366685585425,0.2358311765748061,0.1606065227593426,1,1,1,1,2,4,6,1,1,1,1,1,1,2,1,1,2,2,3,4,5,0.5909715989149155,0.1126762146268483,0.0767861268999331,0.0633619486718775,0.033913529086285,-0.0313309919560726,0.0086471704354262,-0.0068983605121737,0.0567549032927606,-0.0622284713984092
101,0.5750500785183595,0.1094388376251497,0.0916118971352111,0.0693225346664844,0.0459988773212614,0.0269813423881024,0.0197465067779726,0.0109499747855438,0.0097212311136412,0.0088472358917189,1,1,1,2,3,4,6,0.7706404066302149,0.0708184107535186,0.0435612038166197,0.0377597751547871,0.0215161809559039,0.8031539001081722,0.1839173151632349,0.600293734234046,0.1681948706421448,0.1261368135295766,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,3,4,0.7383703181212042,0.0832395187298766,0.0508542085575407,0.0425562817179902,0.0631228674598119,-0.0637384964787585,0.0131531501626965,-0.0102444297575929,0.059860387923679,-0.0807613566444584
26,0.5352152689736899,0.2029530782813434,0.0846579370150403,0.0372629796677695,0.0282900292364772,0.0248657206110014,0.0165974255465833,0.0157510729392705,0.0116852351252539,0.0097810149420458,1,1,1,2,2,3,6,0.793381410117001,0.0697030396448196,0.0455180655992417,0.0238160875196873,0.0197775710604313,0.7922183550058166,0.1960372015693244,0.6727995562847728,0.1639540935425475,0.0523165627589678,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,1,1,2,2,4,0.7702942461135174,0.0789082980402459,0.0525184860156687,0.0264560083813095,0.0802763313069273,-0.0483516638335305,0.0157636622534563,-0.0081033482001346,0.0690202496200382,-0.1154037220300032
137,0.5077198296497506,0.156162012997252,0.1040067717228016,0.0987379583459884,0.05741188188803,0.0173803277077174,0.010926239650627,0.0086847141311648,0.0076467446335577,0.0062172448750762,1,1,1,2,3,4,5,0.8290399375758664,0.0550415783983158,0.0320669687074404,0.0214436858442522,0.0150265518271008,0.846749838953689,0.1428760550182276,0.5167438025961747,0.1807558167250132,0.1552265701126513,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,3,3,4,0.8034579695984941,0.0660316652446978,0.0373233902130886,0.0256863997011676,0.0328166997026942,-0.0407383300148727,0.0059045182666492,-0.0064417111779942,0.0894540085312992,-0.0561436583813988
92,0.6709377367192983,0.1663322320936798,0.0396718572368114,0.0340554381269949,0.0235091793737212,0.0133855417846624,0.0120565133732533,0.0107743416735203,0.0065681181053513,0.0057822677044257,1,1,1,1,2,2,4,0.888846477419357,0.0520861419938175,0.0209143249991729,0.0137486729346164,0.0075327642330509,0.5909626573957284,0.3466804042989067,0.6877895807601672,0.1452979595216788,0.080903558313985,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,3,0.8775069547760626,0.0598104144508923,0.0230283289972371,0.0151097014337319,0.1720129882088524,-0.1744503075815303,0.028007324119814,-0.0481471960973213,0.1454637440366148,-0.1383533812220116
88,0.4279409821776849,0.1878709244822269,0.1330301193366177,0.0741317577616716,0.0626127584233345,0.0462632748279683,0.0189685105059398,0.0115175467759673,0.0079177116929259,0.0052609919793452,1,1,2,2,3,4,6,0.6495882103755445,0.1943078121583722,0.0612585304983169,0.0300962396059519,0.0210169764202115,0.839251417832981,0.140359982417295,0.5156076437206969,0.2520124466560599,0.1243355280921107,1,1,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,2,2,3,4,0.6198256264967769,0.2132665805256975,0.0683710814832913,0.032547197881037,0.1159866064735252,-0.0698276602310192,0.0082578466380011,-0.0089305880096118,0.1306201824170642,-0.0808291803841497
43,0.3655850469424992,0.1966598734637195,0.1526143984930925,0.0976488192780725,0.061443537444943,0.0361351676095048,0.017553361272337,0.0157097676203534,0.0110074130635442,0.0085992107229577,1,2,2,3,3,4,6,0.6503971223951351,0.1329365789605974,0.0844126047934761,0.0377532983223301,0.0244479790387672,0.9707141694241012,0.026214889592583,0.4882272559548268,0.2291311192193631,0.1451462854877422,1,1,1,1,2,3,4,1,1,1,1,1,1,1,1,1,2,2,2,3,4,0.5956741907493796,0.1590094151902435,0.0997148817626407,0.0445781103379427,0.0302303680352301,-0.0292458828861137,0.0097028768894982,-0.0054421402058721,0.0573723404639327,-0.0549157575961146
127,0.6402205834514825,0.193735639319353,0.0519694642441389,0.0339784122632729,0.0257463130188928,0.011872261267712,0.0094105462604253,0.0073101145272549,0.006621883455031,0.0037660936514658,1,1,1,1,2,2,4,0.936333469992578,0.0180204982791571,0.0155313117832726,0.0095526586375294,0.0056281828262097,0.5906697292788482,0.399136908895359,0.5539476566559429,0.2418608217657122,0.0943045228354754,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,3,4,0.9258739054719916,0.0225602270411039,0.0188055693312629,0.0112891134300803,0.0788981802336491,-0.1051823014254117,0.0102749383185734,-0.0184310472978449,0.072320661579626,-0.1955448899686439
167,0.503277932231709,0.1872237319430057,0.122541259766685,0.0501106836568416,0.0414742329879039,0.022826318259416,0.0148423128085622,0.0136741306305113,0.0119612871789368,0.0073597850657454,1,1,1,2,3,3,5,0.6860240602241375,0.1035700348788855,0.0752520163117019,0.0502072880661365,0.0258306689554042,0.7179157925157778,0.2755115493632786,0.6484345431249408,0.1953610452792546,0.0674054101982088,1,1,1,1,2,3,4,1,1,1,1,1,2,2,1,1,1,1,2,2,3,0.6536932908728079,0.1178388310961604,0.0855603047942325,0.05377565815878,0.0413551464719946,-0.0422073404869463,0.0120479612820999,-0.0068788813031232,0.0800254330853189,-0.0907025267232167
91,0.5972485881904648,0.2158444126463005,0.0439661370091856,0.0381529616042148,0.0273832556051895,0.0180338786088022,0.0160675787433944,0.011737763721495,0.0089445007885167,0.0047950659093831,1,1,1,2,2,2,5,0.8589227357351332,0.0673699471903128,0.0295631085135736,0.0187470993654131,0.0077843655259223,0.6017689018703916,0.3385319877584753,0.6562439068170564,0.1466185774839063,0.0951016538600411,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,4,0.8449141964181285,0.0769140692197332,0.0328188213540133,0.0196359453838962,0.1684816884948357,-0.1744503075815303,0.028007324119814,-0.0481471960973213,0.1454637440366148,-0.1383533812220116
118,0.5628383581029492,0.1401092149375376,0.1374606875231305,0.0565114989160958,0.0408402443619968,0.0136157714316304,0.0104076579032056,0.0084109661711214,0.0059319801481356,0.0054677802910068,1,1,1,2,2,3,5,0.7473130548929442,0.0694790616235803,0.058439439261057,0.0416171286448671,0.0252204819478442,0.9236858181228198,0.0691821883312793,0.6737677462436379,0.170022461910925,0.0896504455304003,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,3,0.7158365205396827,0.081393457851729,0.0693973826814309,0.0473189441532911,0.0336224460895719,-0.0320269064640361,0.0093507736103442,-0.0105101731565576,0.0634126830369737,-0.2245923296376953
108,0.4962450309342727,0.2638043477849128,0.0759832994273762,0.0505240266265035,0.0350717086357411,0.0157564184101187,0.0137059251614319,0.0094263966082762,0.008236490641671,0.0051583537149627,1,1,2,2,2,3,5,0.793051001281252,0.0507796872923876,0.0419980217995205,0.0293618813718829,0.026969614827991,0.7110759296608382,0.2745789422219584,0.5187277440378649,0.3216265166297216,0.089348198783349,1,1,1,1,1,2,4,1,1,1,1,1,2,2,1,1,1,2,2,2,3,0.7651501041128376,0.059066051775742,0.049393318010553,0.0344131539305525,0.0360016280757818,-0.0442401508797233,0.0072465611712684,-0.0077875400037798,0.0642744548931335,-0.0806645337895414
184,0.4578123721425157,0.1679548019855866,0.1213472132333876,0.1074947337924601,0.0590185727129428,0.0266306813385172,0.0117005677403003,0.0086347682903903,0.0077372623247625,0.0061675772594759,1,1,2,2,3,4,5,0.7441022566544259,0.0971512148605327,0.0561011732772892,0.0289868008137676,0.0214603307095628,0.7507037113845225,0.2395044591378499,0.5171583236339642,0.1905601682144753,0.1770643161957753,1,1,1,1,1,2,4,1,1,1,1,1,2,2,1,1,1,2,2,3,4,0.702877990535285,0.1162420187067373,0.0656462008097612,0.0347206043781872,0.026025702583929,-0.0555889019792356,0.0089290935604312,-0.0077544898865444,0.0503779132289442,-0.0611811564750811
3,0.4332561029123792,0.1868376136855316,0.0785377604693045,0.0691607844989605,0.0446200990256972,0.0376881381029331,0.0308215557917337,0.0250463744973192,0.0206065897094717,0.0159211232533252,1,1,2,2,4,5,8,0.6375324912533017,0.142832413604893,0.0606069759835129,0.0407762828491152,0.0293239980501495,0.8201129727621952,0.1665381976733601,0.4929629193050583,0.2256395493630546,0.1244043121195028,1,1,1,1,2,3,5,1,1,1,1,1,1,2,1,1,2,2,2,3,4,0.6155054702648046,0.1558454836865911,0.0672524424112649,0.0436167002090044,0.1025407190857836,-0.0674561867423958,0.0061404425246895,-0.011850088223537,0.0568517688404588,-0.0596382663197312
6,0.5906290695689443,0.1937357493302889,0.0511487256014314,0.0455005597249461,0.0259346924894431,0.0212777507335448,0.0184596993207674,0.0135477776377573,0.0085765464750427,0.0080617380411973,1,1,1,2,2,3,5,0.81541025984157,0.0649674003324099,0.0376189839241343,0.0289430022845307,0.0194619876448618,0.7771021162345968,0.2195280877382636,0.5827583731454148,0.2193325710904626,0.0967232836443793,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,2,2,2,4,0.7911451871756067,0.0751202883955949,0.0446219711344863,0.0325426426659218,0.0720791284212221,-0.1912926209595471,0.0060563933393254,-0.0543609058471072,0.0983649497992818,-0.1654451301362866
9,0.3935524712738618,0.2976287254828447,0.0681701889203544,0.0498690390667703,0.0352996662898986,0.028686045427167,0.0268495354458748,0.0209054954246831,0.0178410311732115,0.0128872310023363,1,2,2,2,3,4,7,0.5981603340049074,0.1573758992746514,0.0651899667235102,0.0593057466449135,0.0363754980264327,0.9069976573887296,0.0784717833227268,0.7123076585169341,0.1290076184756343,0.0631480594873245,1,1,1,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0.5541054715687013,0.1807008139086616,0.0732420963887284,0.0674714155373138,0.0761243017959631,-0.0522314416523872,0.0098612711106948,-0.0131120051237842,0.0776087704497201,-0.1233073853568992
58,0.3423449100323794,0.1994864901613143,0.1525567150824103,0.0902520327754731,0.070283715107657,0.0289934559516131,0.0253299186432852,0.0199758824903434,0.0134436653110219,0.0121041400117022,1,2,2,3,4,5,7,0.5130126848165748,0.241445354022187,0.0733694111604044,0.0419899003828641,0.0351342697431443,0.9158839387152146,0.0799966495259415,0.4055339109923991,0.2230464758710566,0.2043720683763719,1,1,1,2,2,3,5,1,1,1,1,1,1,1,1,1,2,2,3,3,4,0.4724610268176907,0.272704404818301,0.0843010478741053,0.0451128381317167,0.044112258861324,-0.0290299973743775,0.0050496700915766,-0.0044171435894988,0.0619374365334666,-0.046512059267611
212,0.4347705483375835,0.215376938796583,0.1354585638789448,0.0555760292091092,0.0358786209972841,0.0321857531899773,0.0206468998359544,0.0125384514616173,0.0109739097779372,0.0099290514605782,1,1,2,2,3,4,6,0.734521370182315,0.0807131704391435,0.0572358517480837,0.0349947427178487,0.0249059239343756,0.7163208813528829,0.2634400476190454,0.5346340997111483,0.2766688458392523,0.0859833921905667,1,1,1,1,1,2,4,1,1,1,1,1,2,2,1,1,1,2,2,2,4,0.7057704332566579,0.092669102312241,0.0658248398134199,0.0393713032456062,0.0338026373975857,-0.0500070853791771,0.0050368077437735,-0.0064917948756527,0.1081397593845792,-0.0801952606478525
28,0.3779739323192827,0.212900424385,0.1114997266600226,0.0740476103255665,0.0534613777383531,0.0357354376896021,0.0258384923997318,0.0210491687126803,0.0160803554699281,0.0151675067561439,1,2,2,3,3,5,8,0.74605163597307,0.0709257561661649,0.0483281388091921,0.0323026111506337,0.0251157052243159,0.8980569611021171,0.095603965303931,0.428282213748999,0.2206677977182899,0.1444507578700642,1,1,1,1,1,2,5,1,1,1,1,1,1,2,1,1,2,2,3,4,4,0.7207636791690447,0.0807860471412677,0.0563432590207743,0.0378857658642449,0.040266955110275,-0.038246348959324,0.0095321139503207,-0.0109599927457706,0.0569259367960094,-0.0672327302212625
201,0.306894625194228,0.1655972918561935,0.1562976766190755,0.1049918998103689,0.0628714974649111,0.048716467926133,0.0381126568882985,0.0226265627438287,0.0178828228239044,0.0173841597520289,1,2,3,3,4,6,8,0.4009459360298734,0.1723795218647089,0.1168385568927223,0.0785081209876452,0.0613136539944655,0.8585812158625546,0.1327938374159157,0.4591131383200622,0.253579858589406,0.1816994980208363,1,1,2,3,4,5,7,1,1,1,1,1,1,2,1,1,2,2,2,3,4,0.3985170613075205,0.1582560089480563,0.1248808153092655,0.0835725860219599,0.0286901101529472,-0.036047971068644,0.0049835066955474,-0.0051068328511243,0.0553103260842306,-0.0309875714388329
