,feat1_0,feat1_1,feat1_2,feat1_3,feat1_4,feat1_5,feat1_6,feat1_7,feat1_8,feat1_9,feat2_0.3,feat2_0.4,feat2_0.5,feat2_0.6,feat2_0.7,feat2_0.8,feat2_0.9,feat3_eq_0,feat3_eq_1,feat3_eq_2,feat3_eq_3,feat3_eq_4,feat3_bd_0,feat3_bd_1,feat3_com_0,feat3_com_1,feat3_com_2,feat4_eq_0.3,feat4_eq_0.4,feat4_eq_0.5,feat4_eq_0.6,feat4_eq_0.7,feat4_eq_0.8,feat4_eq_0.9,feat4_bd_0.3,feat4_bd_0.4,feat4_bd_0.5,feat4_bd_0.6,feat4_bd_0.7,feat4_bd_0.8,feat4_bd_0.9,feat4_com_0.3,feat4_com_0.4,feat4_com_0.5,feat4_com_0.6,feat4_com_0.7,feat4_com_0.8,feat4_com_0.9,feat5_0,feat5_1,feat5_2,feat5_3,feat6_eq_max,feat6_eq_min,feat6_bd_max,feat6_bd_min,feat6_com_max,feat6_com_min
24,0.517774656476564,0.208295636191373,0.0719024413655998,0.0454452739093654,0.0381796201575675,0.0238872391734866,0.0215593172323834,0.0187637669990503,0.011025467818312,0.009310969353079,1,1,1,2,2,4,6,0.7832704090336934,0.0718919922268718,0.0489640359659107,0.0360890111619024,0.0169780530110688,0.8335431852945129,0.157671580475248,0.6405165180912264,0.1585910143391633,0.0761925363998561,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,3,4,0.758683368761907,0.0800183455975101,0.0558784216887613,0.0411328865194433,0.0725944142192692,-0.0537798542913988,0.0092354104023945,-0.0111146248576451,0.0690202496200382,-0.097976198268192
162,0.2860962065877382,0.1932667768208907,0.1694822470125095,0.1400415689999709,0.0591202702663279,0.0411044066645754,0.022989437044964,0.0176143668394688,0.0149029182426918,0.0143594481958412,2,2,3,3,4,5,7,0.6584049224089124,0.1264969804669689,0.0561660323193596,0.0497356330072418,0.0299333719493401,0.7146517017838633,0.2756140883831748,0.3646126719541582,0.2621292473872036,0.2197975639069354,1,1,1,1,2,3,5,1,1,1,1,1,2,2,1,2,2,2,3,3,4,0.6239447184813075,0.142337269451093,0.0653252161730353,0.0563847645895462,0.0214853787755422,-0.0245374873941368,0.0039162463926054,-0.0061583372793298,0.0685916678707373,-0.0425317619810094
5,0.3268959144003446,0.2044839139751052,0.1320920787382681,0.0847818979225945,0.0606431437752326,0.042297576664975,0.0331954408266655,0.0216442919938823,0.0181259129158979,0.0138023101199856,1,2,2,3,4,5,8,0.5896067483524712,0.1211897083893344,0.0903573847367839,0.0483537186386911,0.0417144097439872,0.7315314896521266,0.2566580871827318,0.4203967380897969,0.2847180599552618,0.1723089372707603,1,1,1,2,2,3,6,1,1,1,1,1,2,2,1,1,2,2,2,3,4,0.5709610813654812,0.1344802585914575,0.0991094120343276,0.0522673910645375,0.0706200994268668,-0.0599013318489653,0.0060563933393254,-0.011850088223537,0.0568517688404588,-0.0905249839470467
75,0.3089323567121827,0.2068280953833268,0.1980901359573744,0.1267396330478646,0.0682867175223637,0.0172500797898022,0.0143731980259411,0.0115517683579066,0.0098105525265627,0.0080373153100214,1,2,2,3,3,4,5,0.753550132902942,0.0611480533688376,0.0496605692085739,0.0398844164089575,0.0290240692216948,0.9055623041646566,0.0906767414947791,0.3851299688067706,0.2883813621309885,0.1830726366757548,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,2,2,2,3,3,4,0.7340511632701202,0.0722801471585735,0.0576677977194337,0.0395477458540967,0.0220732692686637,-0.0330964020650593,0.0057837061168487,-0.0074573601849876,0.053418693699864,-0.054178486917122
112,0.6153039777295913,0.1367217220705857,0.0820548800508857,0.0624150418087361,0.0421986908637512,0.0136750202211693,0.009701100335707,0.0068942297454189,0.006104536883719,0.0044455349382873,1,1,1,1,2,3,5,0.9156652469274276,0.0227763969972781,0.0162292501026866,0.0111824813916902,0.0100603677702015,0.6441387054719413,0.3469492210521297,0.4585549728623155,0.2293083652222032,0.1498702587576594,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,3,3,4,0.9043309012551864,0.0279662548338886,0.0184084407278718,0.0133147615271146,0.0552322917883849,-0.0490813193709438,0.0107031537712864,-0.0107200033439593,0.0861776962410524,-0.1020996766408317
210,0.3292221910699653,0.1890903687539489,0.1416622419511447,0.0830460539021897,0.0611671895806972,0.0532125184612229,0.0329442694437242,0.0256501518499816,0.0222400732050519,0.0132048680140527,1,2,2,3,4,5,8,0.3587311861036731,0.1948762847835356,0.139636770987361,0.0960557411349687,0.0772902976781153,0.9097714440123044,0.0718730197075983,0.419564077776126,0.2622304966221355,0.1993285383148256,1,2,2,3,4,5,6,1,1,1,1,1,1,1,1,1,2,2,3,3,4,0.3331098084833456,0.2129332905990777,0.1440827162483572,0.1037798447858115,0.0229602492632235,-0.0357584970288424,0.0043642185520502,-0.0037398908712794,0.0428949785715115,-0.0717501928290111
69,0.3602044172288605,0.1944297242784748,0.1304731256601989,0.109677777541787,0.0963305174376466,0.026059869005873,0.0159510361772911,0.0137320699119797,0.0112886911112727,0.0101135755815639,1,2,2,3,4,5,6,0.4993366333053265,0.2326411828381796,0.0924050200982887,0.046529510697979,0.0431423730156873,0.9620656474374176,0.0354143739131806,0.4252165065036257,0.2351966624909258,0.1536353821902214,1,1,2,2,2,3,5,1,1,1,1,1,1,1,1,1,2,2,3,3,4,0.4400900376938897,0.2675910635386127,0.1061818697491147,0.054512295595347,0.0281615721742628,-0.0332598319124807,0.0040455700249385,-0.0063596519344881,0.0716650736626684,-0.0819655939206341
157,0.3744418793364081,0.2170397917906544,0.1168512338080044,0.0777714593836591,0.0731260218209614,0.0341167659021559,0.0243964171673635,0.0164355156522613,0.0142873341223501,0.0102103667882486,1,2,2,3,3,5,7,0.741331964336784,0.0841924615589463,0.0521366830495504,0.0336311802516291,0.0267790838248093,0.9290565367219628,0.0612045264286753,0.445390403093269,0.2135962886066448,0.1444581476754457,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,2,3,3,4,0.7005379776475099,0.1009686560485053,0.0631494082865307,0.0409038216883919,0.0244582856768534,-0.0375287538446739,0.0051146011582869,-0.004561818477892,0.0776579131084907,-0.0572258742912847
172,0.3835879317264846,0.1919842016629216,0.1625017997365659,0.0811424923439098,0.0773773567199583,0.0276403130614225,0.0162418635173267,0.0124324750664015,0.0094626930866328,0.0074485569653799,1,2,2,3,3,4,6,0.7054249058264745,0.0978151866648424,0.0623803940668188,0.0405407511483631,0.0261805119719304,0.9040604829895637,0.0884309532404314,0.5087657376866107,0.2349539293125893,0.1158028312776729,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,3,4,0.6743867138560073,0.1117077803613517,0.0699122543828346,0.0458627117949077,0.0294239629648386,-0.0263211426805527,0.0072954144845994,-0.0079507826957666,0.0771784560733908,-0.093314428160117
98,0.6491386329947338,0.1483643387987882,0.0596101348089788,0.0355368466456628,0.0232339232251706,0.0189528122611562,0.0147548829804854,0.0095885131761988,0.0083514844273623,0.0063764694142505,1,1,1,1,2,3,5,0.8465721273544071,0.0671597879491674,0.0236270963025457,0.0181735945662492,0.0127415613766663,0.5941217748481235,0.3816732183411636,0.652056959452032,0.192210701192674,0.0695418199726354,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,3,0.8270380582609751,0.0764387798935343,0.0272457880860951,0.0212922533802294,0.1633250561032996,-0.121215989476719,0.0209426400982914,-0.0091339611472159,0.1219584070668642,-0.1086924430509537
49,0.3318099999364218,0.2849269516106125,0.1228938178691018,0.0936483109617853,0.0541989620308273,0.0276256086715799,0.0190647358468652,0.0156956693453883,0.0103515935124358,0.0077903346621847,1,2,2,2,3,4,6,0.689854413995264,0.1503394175153278,0.0399023348744619,0.0317832092140883,0.0285576608906929,0.7791126715045186,0.204370133234076,0.5154700688423763,0.1985741921145094,0.1567726380703254,1,1,1,1,2,2,4,1,1,1,1,1,2,2,1,1,1,2,2,3,4,0.6546254067362064,0.1724651787549683,0.0451285572354622,0.0369206663694461,0.0321697476693437,-0.0392256055331551,0.0053810260696241,-0.007052178011577,0.0732592918006526,-0.0489654562849648
1,0.480111892696352,0.1703175481862719,0.109250841831325,0.0637878637858051,0.0340408361211973,0.0243385613560276,0.0236330676507272,0.017981383972762,0.0163820729709413,0.0129587471854665,1,1,2,2,3,4,7,0.62920180901217,0.1934416952800938,0.045486306109742,0.0322416637910374,0.0276701880893354,0.853708529047869,0.1242579960088081,0.5609206791487571,0.2500339429420919,0.0709187185491922,1,1,1,1,2,2,4,1,1,1,1,1,1,2,1,1,1,2,2,2,4,0.6024804347130215,0.2110043752417277,0.0503094257259741,0.0339449661992992,0.1025407190857836,-0.084093857310854,0.005677228896821,-0.0080735505250239,0.0526052615891374,-0.0781550711287361
109,0.472159466780253,0.2675134401432859,0.0922736222195664,0.0548369156060187,0.0351020187626756,0.0165390995027741,0.0125616026897276,0.0108642866983198,0.0066088846184674,0.0055570523895414,1,1,2,2,2,3,5,0.796648785216463,0.0560396119389853,0.0388049780079502,0.0319808170381524,0.0203676899198487,0.8057475526816188,0.1806323901908388,0.5275906760253463,0.3043160335593483,0.0954623797257846,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,2,2,2,3,0.7715345012299463,0.0655214273764223,0.0445118784015086,0.0364963865526988,0.0360016280757818,-0.0423821311977959,0.0066972120580176,-0.0077875400037798,0.0642744548931335,-0.0806645337895414
160,0.2694112013086479,0.2198268233384747,0.1566563030732992,0.111234535377992,0.0658412922175878,0.0542976083413295,0.03032181662467,0.018875905926033,0.0151059920103596,0.0118622709425152,2,2,3,3,4,5,7,0.6021639487000443,0.1480256451223764,0.0756937009798097,0.0508450281414705,0.0314401314017682,0.8748286741295564,0.1141420153514253,0.3813048752471289,0.2842108727706659,0.1870079466232134,1,1,1,1,2,3,5,1,1,1,1,1,1,2,1,2,2,2,3,3,4,0.5546805943008664,0.1714388922820973,0.0894611927419416,0.0578358189448053,0.0220141887100944,-0.0245374873941368,0.0050191324068595,-0.0061583372793298,0.0685916678707373,-0.0432468659307999
218,0.411136126654804,0.1475749586402907,0.1237840810145594,0.1125770341618155,0.0586893604295746,0.0319234734709249,0.0233936621488226,0.0197511849089725,0.0186776241891578,0.0112878865503695,1,1,2,3,4,5,7,0.6706206047334021,0.079451523834493,0.0620983729634718,0.0557848693839511,0.0458654295137823,0.8706590860376736,0.1218386992538275,0.4288083546893963,0.2357470308791919,0.2053103192362906,1,1,1,1,2,3,5,1,1,1,1,1,1,2,1,1,2,2,3,3,4,0.6263806813419811,0.0926167070468769,0.0732885343477212,0.0652829293323367,0.0244137521980271,-0.0378135506538871,0.0058309203107931,-0.0042305815087542,0.0409413903773607,-0.0588454337749779
48,0.3002269724606748,0.2572010111167416,0.1387842828819498,0.109700490244812,0.0749263555889115,0.031344146175267,0.0205994014316012,0.0148837845650989,0.0097886919285062,0.0093675095177381,1,2,2,3,4,4,6,0.6863438161984741,0.1281099045395986,0.0507674128601856,0.0411099371044436,0.0259262163448547,0.8258672611399395,0.1610938174552878,0.4576077486843141,0.2230142526919235,0.1648436925202449,1,1,1,1,2,2,4,1,1,1,1,1,1,2,1,1,2,2,3,3,4,0.6474453672997635,0.1518379351327451,0.0596542493152449,0.0442324579670971,0.0279872391000522,-0.0414282573868846,0.0053810260696241,-0.007052178011577,0.0732592918006526,-0.0587076008267779
41,0.3863217211933976,0.1986401292960144,0.1476253036653162,0.0934445085745025,0.0777294409559618,0.0214386737778228,0.0135769758369795,0.0120421056254384,0.0107389656898022,0.0090528428043562,1,2,2,3,3,4,5,0.7050773875592248,0.0902590788935289,0.0572347122390519,0.0416678222323701,0.028780037852823,0.9633008106397476,0.0335397971304824,0.5142947639444181,0.2024918697294793,0.1373824668366816,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,2,2,3,4,0.6534372828382423,0.1132227695728461,0.0718309697945303,0.0490105997344329,0.0270312633937607,-0.0292458828861137,0.0097028768894982,-0.0059095137100692,0.070648957981931,-0.0597617345422542
8,0.5557545721923995,0.2705771642181971,0.0421574394712686,0.0305602388559166,0.018781282641565,0.0169480613381112,0.015428628800515,0.0111392173768825,0.0092344188842416,0.0062462346951187,1,1,1,2,2,2,5,0.8086911504670515,0.069820475557133,0.0443553008105812,0.0271812344266418,0.0169845495179912,0.6095111067637426,0.3840032882033297,0.7047216855363154,0.1699192419674089,0.0672993468047289,1,1,1,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,2,3,0.7768110203806646,0.0837769545804637,0.052683256034116,0.0317864609559332,0.0761243017959631,-0.1912926209595471,0.0098612711106948,-0.0543609058471072,0.0983649497992818,-0.1654451301362866
214,0.5937905521031935,0.2157595850125993,0.0520938216015105,0.039540162766268,0.0190606235104059,0.0177209947736323,0.0118900174534973,0.0099665419703899,0.0082554928276405,0.0065616232564574,1,1,1,2,2,2,4,0.8235630914874464,0.0520639501733302,0.0414187909777781,0.0254558536865136,0.0141444204155124,0.5737256473420376,0.4032518832333681,0.7657623016593711,0.1120496499389857,0.0600560633532559,1,1,1,1,1,1,3,1,1,1,2,2,2,2,1,1,1,1,1,2,3,0.8001025331041893,0.06032701205923,0.0483806999967985,0.0299117252990308,0.0608888362495267,-0.0520068763574387,0.0104918892901828,-0.0128886888963779,0.0832028955806925,-0.0801952606478525
217,0.3593901729168972,0.1621711250195264,0.1497114265354835,0.075216006274565,0.0669645694428631,0.0420503016392659,0.0281049611654294,0.0225587654571136,0.0196669743391037,0.0148832194241764,1,2,2,3,4,5,8,0.5812113978711828,0.0927304655254639,0.0839967211803913,0.0665236286114402,0.0461978434973642,0.8844221010745803,0.1034979420783583,0.4470738272562405,0.2621636183667403,0.1387799819486677,1,1,1,2,3,4,6,1,1,1,1,1,1,2,1,1,2,2,2,3,4,0.5364424244111392,0.1055013713132353,0.0950451972706176,0.0766060082405091,0.0244137521980271,-0.0322494747847097,0.0058309203107931,-0.0042305815087542,0.0411708630796363,-0.0527539639774922
72,0.4170782722127764,0.2123897603920199,0.1149389440838524,0.1028745805863437,0.0700745480744036,0.0154891940161599,0.0128184754187198,0.010030522185621,0.0096287686631225,0.0078077573144783,1,1,2,2,3,4,5,0.7208311207182266,0.1184478863123447,0.0449556791261002,0.0347373104757084,0.0263860922611015,0.8694314651998051,0.12598845189923,0.5303484339910639,0.1645522622447101,0.1607263426681425,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,2,3,3,4,0.6861994975021052,0.1397112657773657,0.0506246518522381,0.0409318151276122,0.0278998375287991,-0.0427227935844422,0.0062061081189714,-0.0046258985494074,0.0736887845331803,-0.0520273373286547
189,0.365980384000136,0.1927395698606087,0.1090730671895752,0.0949211124499616,0.0847252832137118,0.0501774048778932,0.021319070252137,0.0189455594872472,0.0137208370681998,0.0119085203245497,1,2,2,3,4,5,7,0.3710960710561389,0.2825022777637629,0.0981262563480563,0.070594807654333,0.0678701655244003,0.8065021114861217,0.183756118450011,0.4948268457318644,0.2560265640722297,0.1263795858366275,1,2,2,2,3,4,6,1,1,1,1,1,1,2,1,1,2,2,2,3,4,0.3322473233024801,0.3123684100599486,0.1006109660071044,0.0781369256403457,0.0470438425566199,-0.0374826753511662,0.0052466434595891,-0.0129052753700659,0.0889992296596836,-0.1039385459905672
154,0.3516897521709595,0.2412747712460165,0.113886840482867,0.0693421895039447,0.0569510849600451,0.0361328543097984,0.0276363009730469,0.0215070470926932,0.0165010788963496,0.0129855674892177,1,2,2,3,3,5,8,0.7175886032777412,0.0767099558418217,0.0475258543815848,0.0398891182747433,0.0312588249553683,0.930249104471666,0.0576176418099365,0.4463830191599618,0.2296771176919912,0.1337539422420515,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,2,3,3,4,0.6840811429900326,0.0888813698769711,0.0563459031116832,0.0439022361804345,0.0236805962881114,-0.0315511008664315,0.0059344418204732,-0.007701374644668,0.0491368447067921,-0.0453478199784592
85,0.4226897408335662,0.2951291320577466,0.0849092129281145,0.0538590828680959,0.0408771724408262,0.0221437931122029,0.0212134232062973,0.0133124794327481,0.0103132503331748,0.0081200759793395,1,1,2,2,2,3,6,0.7466692725818654,0.1102093561810537,0.0476040954993092,0.0275120482660394,0.0203613129847404,0.8244205259111993,0.1483881152557053,0.6214123544483646,0.1687004224038384,0.105846214769487,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,3,4,0.7110694992453205,0.1286642686343362,0.0550768135540228,0.0315907336856988,0.0814985795786899,-0.0649406615678325,0.0094964461443571,-0.0105364701249301,0.0591504925140593,-0.1132696028574275
32,0.3828897987635734,0.2111441552225679,0.1019752136579443,0.0952206488456886,0.0756558604524103,0.0311027196171497,0.0258502934744676,0.0127837108076967,0.0120586999155214,0.0095240955215062,1,2,2,3,4,5,7,0.7030099755150672,0.0897434515899459,0.0669959544979653,0.031143794840976,0.0272101005642974,0.9582294193982984,0.0355660631775066,0.5165285191576493,0.1682103085248448,0.1531008185334725,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,2,3,3,4,0.6566685907456514,0.1083452178881768,0.0798745577848238,0.0385540384093143,0.0297978007792297,-0.0364953956178338,0.0090337526610286,-0.0103163408254773,0.0648222493278701,-0.0708725500039966
138,0.4292283980853471,0.1885063904059417,0.1291323217235843,0.0828902907520749,0.0644662167823491,0.0294646694214603,0.0130106533674835,0.0106423118947092,0.0095607934682338,0.0084452142726511,1,1,2,2,3,4,6,0.7310985342398408,0.099290933361491,0.0436166962502626,0.0290691577768085,0.0233871277864123,0.8608563804709848,0.1255674704914648,0.4803750985522574,0.229314636167085,0.1540647258276101,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,2,2,2,3,4,0.7024531557833531,0.1165148552306473,0.0488125250138899,0.0341654762794898,0.0295421490362183,-0.0202284918107267,0.0059045182666492,-0.0064417111779942,0.0662761410361118,-0.0464594077376653
25,0.5718963509572673,0.1651250520616586,0.0760135602893052,0.0426274510202738,0.0378902737357218,0.0192829625533571,0.0174629755605031,0.0138597231201849,0.0103953697657224,0.0092393301361402,1,1,1,2,2,3,6,0.7853302707019614,0.0806663920146108,0.039806980952338,0.0278667117987752,0.0182183556038379,0.7862683048468218,0.2052411866058087,0.682542673020552,0.1364903964770218,0.0713019727954995,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,1,1,2,2,4,0.762861593748695,0.0902593474977686,0.0457039589018557,0.031951853246746,0.0802763313069273,-0.0518272699572348,0.0157636622534563,-0.0081033482001346,0.0690202496200382,-0.1154037220300032
93,0.6603621259825561,0.1673375535869469,0.0432016521353009,0.0312584487072338,0.0240563936255745,0.0163382899394925,0.0141852492578891,0.010207064093299,0.0090953316447651,0.0047994088987797,1,1,1,1,2,2,4,0.8932882516847569,0.0501578206560883,0.0212375299973465,0.0096646044700432,0.0089410793980195,0.7228942439282314,0.2526017669767005,0.6881763331134023,0.1271214472661361,0.0721515865341376,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,4,0.883286752722348,0.0564601098279539,0.0232514732372589,0.0113726271911051,0.1720129882088524,-0.1863898386941195,0.028007324119814,-0.0481471960973213,0.164097252230962,-0.1383533812220116
57,0.3649431799619396,0.2406178609315684,0.1245198192831514,0.0776942004496069,0.0455437137908648,0.0264354509988691,0.0254057338707749,0.0226911635350824,0.0166776905456795,0.01190303583423,1,2,2,2,3,4,7,0.6557082939204048,0.149552859030787,0.0590662575066845,0.0434581992511467,0.0267101265903938,0.8495103690364907,0.1468024704560406,0.4991601509777967,0.2195509330642727,0.1325173595035988,1,1,1,1,2,2,4,1,1,1,1,1,1,2,1,1,2,2,2,3,4,0.6214632466763614,0.1679391040807105,0.0679177048208938,0.0501846633354086,0.0323888658917826,-0.0452018474662572,0.0057646688623627,-0.0048077015681031,0.0526437334854218,-0.046512059267611
90,0.4697981070146053,0.2696040072167623,0.0672307020158342,0.0630039000400876,0.03722976332826,0.0317798145927136,0.0186250269592542,0.0093426687924147,0.007696599011784,0.0056752368518548,1,1,2,2,2,3,5,0.7994002252081809,0.1115452000203807,0.0355136681965106,0.0149762476958948,0.0114811668904669,0.6354300578064381,0.2876333370858652,0.5691715472167729,0.1691078455432015,0.1426909729233382,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,3,4,0.775928396284224,0.1272580757304851,0.0403663732337317,0.0168023646184788,0.1229686165779123,-0.1744503075815303,0.0148214634129891,-0.0209394842399562,0.1454637440366148,-0.1259518539488735
82,0.448202873897765,0.2683107462159009,0.061413402628049,0.0540046591817699,0.0377430625247893,0.0363889804681366,0.0251921082677155,0.0165881032585532,0.0135868286749319,0.0083657745955301,1,1,2,2,2,4,6,0.7193822950801854,0.0976958361623195,0.0603575859696402,0.0448613708132466,0.0316105581383679,0.8240366304148784,0.1581947258086295,0.6353284010292419,0.1546363593696413,0.1196202520181717,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,3,3,0.6816052136987301,0.1122686195828147,0.0696283051531756,0.0520042959122816,0.0654728944385269,-0.0555026819762468,0.0114219858327818,-0.0109115469125911,0.0561667016385313,-0.0623544128626351
209,0.3644230007681498,0.1719395010283168,0.1173872904398574,0.0879833157718458,0.0717651695381086,0.0535890299675679,0.0363146173765577,0.0227145740895473,0.0178354370202105,0.0114640559400088,1,2,2,3,4,5,7,0.4071824153839168,0.2002277719858664,0.1249146244955451,0.1044680512746894,0.0504788604289922,0.8807065134643615,0.0968866555301723,0.4836540125426601,0.2422364669574804,0.1344288977595177,1,1,2,2,3,4,6,1,1,1,1,1,1,2,1,1,2,2,2,3,4,0.3822928597285395,0.2178690176452312,0.1324043715571308,0.1102084852893181,0.0229602492632235,-0.0459328443628971,0.0043642185520502,-0.0040993627982785,0.0453403037641056,-0.0717501928290111
55,0.4089170400682335,0.2630896027246748,0.0937788417264929,0.0763381252165363,0.0538503098842814,0.022222875111791,0.0174485239064562,0.0128387429481853,0.0106774473174763,0.0083983360849415,1,1,2,2,3,4,6,0.6791887356751842,0.1647092710494161,0.0410907834922769,0.0274219922017637,0.0213344442683715,0.8266341851779394,0.168933022311066,0.6006664609394454,0.1537113849022919,0.125576006760027,1,1,1,1,2,2,4,1,1,1,1,1,1,2,1,1,1,1,2,3,4,0.6466379776744033,0.1856310338786556,0.0477266522064103,0.0318747996436456,0.0323888658917826,-0.0452018474662572,0.0057646688623627,-0.0048077015681031,0.067361912566593,-0.0445490557360656
183,0.4484470476160412,0.1772669724982604,0.127908879033182,0.0836180965885955,0.0608086117062076,0.0343122921694292,0.0127708048678268,0.0103319199618366,0.0089273496519645,0.0071125658423101,1,1,2,2,3,4,6,0.710114332108671,0.104928459672619,0.0708453164559406,0.0292196018885765,0.0247808989967557,0.7227153344158697,0.2638409675784708,0.5297218648343353,0.2077002483500353,0.1270955863124119,1,1,1,1,1,2,4,1,1,1,1,1,2,2,1,1,1,2,2,3,4,0.665358428288394,0.1247567844073691,0.0826915859382682,0.0346075105079777,0.0279781607993081,-0.0555889019792356,0.0089290935604312,-0.0077544898865444,0.0639344740035295,-0.0611811564750811
143,0.4044288613091578,0.2161279069205796,0.1229543958000816,0.0805703066021448,0.0463686520310884,0.0306046182900478,0.0211287693146887,0.0160058092070162,0.0150896492610051,0.0087852982381275,1,1,2,2,3,4,6,0.7686528701667823,0.0648188828782063,0.0520973407752397,0.0350266980304001,0.0192060616325912,0.8351854614061434,0.1485316747594021,0.4483242507886135,0.2404416214427382,0.1794749841014029,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,2,2,3,3,4,0.7419412597931627,0.0734082470760711,0.0604137612338468,0.0404808159117161,0.0312778260364044,-0.0287458712123497,0.0042637862860324,-0.0054257219691177,0.0315682779346067,-0.0474866662659878
37,0.3033909363738097,0.2425705179223446,0.1716413578782078,0.1067969780381975,0.0474230105462152,0.0262495122971486,0.0240442187362378,0.0163694646239919,0.0133960209621252,0.0107044791298957,1,2,2,3,3,4,7,0.7106817648071141,0.0859537347709863,0.048328111637015,0.0401157449027951,0.0368602779171942,0.9316290414702018,0.0659153333793767,0.4265841867445839,0.2796769384572093,0.1642231234917735,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,2,2,3,4,0.6708721001485709,0.1022639084991526,0.0589875632397724,0.0468591487709859,0.0329388097124201,-0.0338621564486894,0.0101869607652605,-0.012274256038221,0.0567549032927606,-0.1190428216594043
204,0.5558862715592476,0.131498966808363,0.1114444661135602,0.0462648375616153,0.0415741255083381,0.0242975964836591,0.0230994583883779,0.0172198453768798,0.0095647364737246,0.0080780131204514,1,1,1,2,3,4,6,0.7918897872205367,0.0671110596828142,0.0407404509947737,0.0338040578378747,0.0160914495239619,0.7394918146181477,0.2451592323048119,0.4308800193820269,0.3388383690216295,0.1341616505529787,1,1,1,1,1,2,4,1,1,1,1,1,2,2,1,1,2,2,2,3,3,0.7661798037589321,0.0777072219019861,0.0470045863716427,0.0389110586046774,0.0395068035923598,-0.0511409886567258,0.0038999124949019,-0.0070187713408153,0.0374427974837762,-0.0503154904570967
104,0.5060628417038203,0.1770802488990108,0.1169481199578038,0.0816285032662447,0.0494347728819203,0.0181276573103375,0.0115434632912491,0.0063602646271118,0.0053843534246534,0.00485121600702,1,1,1,2,3,3,5,0.8387065940139036,0.0516433051558723,0.0342238945514053,0.0176843230109194,0.0145034212719233,0.8111897244612487,0.177771547584275,0.5441742843358042,0.1989710621037795,0.1606350892548045,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,2,3,3,0.8115229044251985,0.0621479792585392,0.0410556432577062,0.0209885666220828,0.0424040888241173,-0.0540784805028467,0.0094538919208185,-0.0071845407141566,0.1275710420225463,-0.0688694070754111
205,0.5691704495499694,0.1343998965278537,0.0942459611085458,0.0474514656253898,0.0401864903117705,0.0269313704674685,0.0261250842857707,0.0147878259335446,0.0103817821963335,0.0093847839596078,1,1,1,2,2,4,6,0.7947170497060438,0.0654339982705681,0.0418723833388829,0.0365229623661176,0.0173374382339894,0.7310477009192768,0.259045789052373,0.4553708927609042,0.2901761578722088,0.1473281357588906,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,2,2,2,3,4,0.7676728520569144,0.0757436527637723,0.0484013678486993,0.0417844808416123,0.0395068035923598,-0.0511409886567258,0.0039262093652266,-0.0070187713408153,0.0374427974837762,-0.0503154904570967
123,0.502330177396624,0.1682177947892575,0.1240355202586653,0.0867779485789877,0.058047017609163,0.0132012863971234,0.012282628418144,0.0066557533031678,0.0061184851153967,0.0047792475331855,1,1,1,2,3,4,5,0.7735737814657783,0.0827348401087503,0.0371207884132769,0.0326758422205135,0.0196163999936865,0.8997264232143969,0.0912960017515756,0.5590110525086169,0.2125789642289308,0.1208607791232005,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,2,2,3,4,0.7389756915633743,0.0984026017228204,0.0425304153793494,0.0389202323719144,0.0266389958710229,-0.0354416691164601,0.0076285517278172,-0.0058951581250729,0.0601879182207076,-0.1040878460619319
200,0.3041272333235446,0.1848194819685117,0.1571393867147735,0.0857825315269489,0.0678494375360086,0.0520878184582907,0.0340219459520706,0.0261040198742849,0.0178748153630181,0.0143755259531789,1,2,3,3,4,6,8,0.3900794757493878,0.1747053381491602,0.1136723148155318,0.085900926308853,0.0779785650806621,0.8581052116249182,0.1312977986554517,0.4419097076159188,0.2678471184668262,0.1667948483094945,1,2,2,3,4,5,7,1,1,1,1,1,1,2,1,1,2,2,2,3,4,0.3849484559393937,0.1622813856224172,0.1210772537554724,0.0917173171636143,0.0286901101529472,-0.036047971068644,0.0054513679024001,-0.0051068328511243,0.0553103260842306,-0.0461893824693747
